Square Meters,Year Built,Neighborhood Quality,Distance to Amenities,Number of Rooms,House Style,Local Economic Index,House Price
166.60144299659402,2006,High,300.86433760466974,3,Condo,85.37094768224821,2721.286601854551
194.80765757084183,2004,High,433.610453283024,4,Condo,70.93492198116499,2689.417143798017
196.65284912261654,2010,Medium,610.393052603514,3,Townhouse,61.63063273190167,4472.000879268229
191.88757737013913,2006,Low,692.3028318361636,6,Townhouse,63.90605820651776,4215.350400849426
242.50135630078123,2010,Low,293.803535852779,1,Condo,88.1786975808836,2644.6066196387237
154.39124422515272,2003,Low,441.4489263307535,3,Townhouse,62.1864631692408,2842.4992028247816
179.25661232317236,2011,High,493.85959646227366,2,Condo,98.40308460163112,1493.1815671319673
196.86309826747467,2015,Low,864.1404973952781,3,Condo,104.20362887540801,3815.73619260003
213.06788009026022,2010,Low,904.9759009455349,2,Single Family,49.033423780001364,2131.7263600706883
191.82332616938618,2009,Low,787.4951296189638,4,Townhouse,68.03440191620403,3293.61927740134
195.7426460272922,2009,Medium,294.53661868457084,2,Single Family,32.16454271895769,2399.8871292989134
192.35658572602244,2006,Low,511.27338512023476,3,Condo,46.79971526616028,3927.2551035334086
188.24483432099217,2005,Medium,369.14261553340214,2,Single Family,56.50914265780586,1364.0777548184446
184.22467888246922,2002,Low,311.71905754777265,4,Condo,65.18396915471007,2562.260431161621
181.28237925836768,2008,Low,809.8500273758707,3,Single Family,71.39925419832528,4295.7862505437115
189.97668297146276,2011,Medium,823.564029054731,5,Townhouse,85.2168980564752,2147.5062773474056
189.706893305782,2009,Medium,528.1980010683126,3,Single Family,64.82796901551492,952.38917206255
182.56336687568617,2008,Medium,823.6711034409984,1,Condo,78.15097469198575,4126.748004030122
213.00297292297947,2007,Medium,429.31099522493207,0,Condo,80.7951640437133,897.2792706832427
176.67307359616936,2005,Low,297.89371251868295,4,Single Family,98.35011508328844,3753.1054792899827
191.7352777127743,2005,High,261.56382118275064,4,Condo,60.44320219449676,1765.415081395513
164.52639519045331,2006,Low,311.48811057002115,0,Single Family,71.77046198965989,2174.880549789701
179.79279445096458,2002,Low,478.3359545010623,1,Condo,56.029667013596324,3321.0950156238096
202.35096739986733,2005,High,677.9763166060461,2,Condo,32.966059471468746,835.1753104481324
200.3358239990289,2007,High,418.83555618742736,5,Single Family,41.15795882696309,3066.49638959842
197.32183727542292,2007,Low,907.6617738401271,2,Single Family,31.401281488902193,4853.466855133151
196.94684507572035,2000,Low,468.65373090287835,5,Townhouse,37.204082346284686,2970.223974974471
207.06710258102981,2012,Medium,321.8434336557969,3,Condo,80.66196436034284,765.1111024014867
195.39711107014193,2005,Low,546.748497063885,5,Single Family,68.68665943352838,1247.6256292243904
182.32426689132654,2007,Medium,421.52765317068133,1,Townhouse,86.1936186287715,1313.773599458023
199.5833214231063,2005,Low,451.21023358819696,3,Single Family,30.64800407232414,3032.378170024248
171.60479228098222,2009,Medium,919.0977433465109,4,Single Family,44.94905469447757,1011.291912314841
212.59553266321294,2003,High,687.8391624527035,2,Townhouse,62.038919321381684,2009.3945859233058
194.2918606936429,2003,High,919.79463800043,4,Single Family,87.0010094595682,2312.6535550323847
223.5624667428015,2007,Low,554.9488206743249,2,Single Family,91.73409062983569,3063.2318093178355
216.5296715705591,2008,Low,284.8760641049951,1,Single Family,46.02994247479273,1946.6710692689771
179.21897230241615,2012,Medium,835.4041029486743,1,Condo,74.20406666175589,2983.81154276776
194.3708783272718,2006,High,855.6792936053976,3,Condo,93.56438673610107,1981.742543932602
217.8873593085132,2014,Low,398.7780562651659,1,Single Family,86.52131421173972,1942.5686140818498
185.3361313919761,2013,Low,494.19899963255705,1,Single Family,84.325565925133,1288.4462027075592
185.48880257601516,2002,Medium,427.2624176352647,3,Condo,33.32764887690455,666.6368380852252
180.83424736376116,2012,Low,764.8186921181734,1,Condo,52.762634652439125,2264.065582712444
206.2187207004461,2008,Low,684.6419697353689,2,Single Family,52.97396043096334,2187.6520074958266
202.69401972011482,2007,High,428.57234923510896,1,Condo,62.62166868735443,2570.9131687810927
208.79339582164098,2007,Medium,596.1071322892155,4,Townhouse,76.42866060385629,2256.594290428136
181.74832885974607,2009,Medium,387.22045438780697,4,Single Family,62.78700888115766,2999.7446663031265
176.94818013800244,2012,Medium,636.0647395907497,4,Condo,54.57041170649347,2507.055085808309
169.387525230975,2006,Low,720.9690366845215,1,Townhouse,75.84638095032639,2094.3757072621593
196.657304763835,2007,Medium,365.59519531886065,3,Condo,78.53312921991036,3487.949752334282
156.03105144890338,2012,Medium,399.9083862663549,0,Condo,87.68710502488028,2153.8713959038105
230.46570813874035,2007,High,790.5175175370914,3,Single Family,62.403061595441216,2459.7647644867698
210.19146343431217,2007,Low,606.5107351812894,3,Single Family,41.22631051062276,615.3049575368561
187.70293179064063,2001,Low,225.71188011749345,3,Townhouse,-1.3615010117640054,2459.5170170239494
192.23725921907285,2012,Low,394.7720515559105,1,Condo,84.58474885169773,1103.7419926647224
234.85162628217836,2008,Low,879.4659204839425,3,Single Family,75.11542607521758,3340.17034252356
197.86828707393656,2009,Low,602.1246465746602,3,Single Family,64.38523386935506,1320.069165330573
139.49771228800046,2005,Medium,848.5980561791725,2,Single Family,112.24126293843838,-232.62185855804364
136.17609308605597,2001,Medium,807.6323487218488,1,Condo,73.70511500736987,4220.908973430269
194.4426566055616,2006,Medium,910.1939119883314,3,Single Family,34.044529093593084,3093.3559133359877
230.72317711352343,2012,Low,546.8445791893269,4,Townhouse,25.96104112306572,2552.0184889556926
192.38732571844582,2004,Medium,304.9984265032793,7,Condo,51.711188655100784,616.4207180918945
132.45723388383828,2017,Low,686.6285013844182,2,Condo,40.782553849164444,1719.994991800153
195.78799779171808,2005,Low,912.7242406839657,4,Condo,46.90232450956049,1747.8718836774044
206.63812756877581,2007,High,433.67065882631005,1,Townhouse,46.471984224044,5082.420679602572
216.44891819346,2008,Low,238.6084861762605,2,Townhouse,65.14033048904173,1790.7885154858625
207.9633088331325,2007,Medium,451.5591405679862,4,Condo,76.27954448997859,1453.4198542239403
192.90674391968702,2013,High,849.3803852936317,4,Condo,24.38010085178624,3908.7390274100635
133.12279716928714,2006,High,818.1762530701708,5,Single Family,47.67269973118155,1125.6581659643098
209.56474085427269,2009,Low,623.769490466955,2,Townhouse,62.8403502236837,4506.188094062665
176.15394826529453,2006,Low,853.3092831108738,7,Single Family,76.24042900496777,1215.3672595296664
162.6223235937053,2006,High,705.4751566681591,2,Condo,71.08454260336896,3331.3565626733025
155.23992390601882,2008,Medium,400.17303043845766,2,Single Family,62.5518240564615,2600.288498058169
162.06651955846985,2014,Medium,693.6486548724176,1,Condo,36.69729936195607,1393.65899998845
189.48207677584062,2011,High,698.0508460914227,4,Condo,71.00296757079639,3178.3592199890145
171.96555847209993,2009,Low,351.68386644865586,2,Single Family,60.888422659363684,857.402874751022
175.61776523966176,2004,High,360.7276025195184,3,Single Family,66.82694109858737,2856.139792831452
158.83015597288758,2006,High,425.9219323014952,1,Townhouse,79.9847742825094,3004.1107771608627
193.99305714098946,2009,Medium,397.69349488684776,2,Condo,87.68639046453595,3701.8037314082644
223.78833554505593,2012,High,400.53469386433096,1,Single Family,47.986666051861675,4308.62738827559
218.86758002523942,2015,Low,236.52431560486724,1,Condo,40.61566836393892,2260.9417689361608
204.18123695535454,2011,Low,785.3028319754337,4,Single Family,93.64885682748088,4009.7227338542643
214.41221320287292,2008,Low,342.0704934716787,4,Condo,101.02009818932584,856.0381550818001
163.38540094377714,2015,Low,670.3688409371392,1,Single Family,74.06513470782787,3015.3308992554976
129.23599097133658,2008,High,591.0566953221628,1,Condo,77.3659076664378,3237.36082241388
156.58602620377965,2011,Medium,261.4513957878037,1,Condo,72.74471787268399,2254.6777265963447
182.9776399845421,2005,Medium,224.2374022629464,4,Townhouse,16.671958829045543,3011.4458248315177
190.20666493857388,2011,Low,855.2747133899513,5,Condo,103.4780700904176,3682.0052715460624
199.12156814670658,2013,Low,368.26652424612485,1,Condo,89.1796162960944,976.2076778245926
230.9381990476109,2005,Medium,883.5457598377175,3,Single Family,127.05814341939507,584.3500292710178
203.818808079174,2008,High,908.2333887821189,3,Condo,52.08336717197477,3280.003254248284
156.74294375940545,2006,High,391.69475304380325,6,Condo,92.84162245318893,1790.2352096062561
200.8216082530539,2007,Low,331.4377966785613,2,Condo,98.89529417042792,2666.4310264654123
197.22280183173382,2015,Low,663.1842327376855,0,Condo,51.09024466409856,1891.7535669828667
166.0095998775099,2010,Medium,682.3966331983268,1,Single Family,38.49438947270712,3111.5358684199236
192.75710654082945,2007,Low,250.1641710187091,4,Single Family,114.85192482183177,2539.8412682421786
200.29760543072496,2011,Low,689.183317644947,1,Condo,86.61292284179808,3118.9409494849488
184.9892170945061,2009,High,532.77543688522,1,Single Family,43.41786923181722,670.2439002257847
196.83563248711135,2013,Medium,355.98407272978716,3,Single Family,29.514176077425823,2495.3751944808937
159.99056984421838,2015,Medium,275.78944669441006,2,Townhouse,71.03506251759859,2492.1321954967043
156.83269016426385,2011,Medium,690.6391682294086,3,Single Family,68.32132351372425,3223.4743797258534
197.45749263352917,2014,Medium,851.2120333346306,3,Single Family,86.62914476942434,793.9452185506041
181.82524128942111,2011,High,837.4013602418806,1,Single Family,73.7893771903982,3882.7571538533048
190.95636323610393,2008,Low,745.8157980473961,2,Single Family,63.07484256146272,2319.387625431634
161.5698219221312,2009,Low,528.9531983954159,5,Condo,66.35352149511462,2329.0792998038614
190.4231563074494,2003,Medium,492.7278557088421,4,Condo,70.10252765308503,889.1046767178445
187.7838868884789,2002,High,682.2619514306198,4,Townhouse,97.96114839360452,2516.4212481184322
179.4273666248089,2007,Low,587.0858727885261,3,Condo,67.5182983488607,4553.531485539266
171.778553310787,2015,High,370.2251287792802,1,Single Family,31.500496656639534,2064.4078737463624
197.320151035742,2012,Medium,493.8371782406444,3,Condo,85.73651356408557,2005.585752892066
148.83459226360833,2012,High,597.3049708854353,4,Condo,64.3042521429964,1956.0738424245542
141.7805948811874,2005,Low,725.9667354849757,1,Single Family,26.79785967983979,576.5359333114714
246.5873242614354,2008,Medium,650.8329029912221,3,Single Family,102.11295697620119,3777.8654101035163
170.01426241292472,2004,Medium,368.4606384286901,1,Condo,35.37083802524706,2035.8534513406141
186.30603541044422,2004,Low,740.0595841298793,1,Condo,104.68380736496496,488.12429461644706
180.52796330307982,2016,Medium,717.95758679814,2,Townhouse,72.89122186564859,1989.7934242564593
159.63184780816388,2004,Low,750.8539574032736,0,Townhouse,72.20669371419791,3039.0412781184104
173.62165409709698,2012,Medium,249.78933986136673,3,Single Family,72.9334154071906,-40.93837571287759
205.28601071942575,2013,Medium,732.4834787707318,0,Condo,70.34425615883202,2334.3117899712274
179.70372845640796,2005,High,894.6356535988007,2,Townhouse,63.92147932029345,2105.7337968620054
171.33339150043926,2008,Medium,485.45601907905314,3,Condo,98.7880694341228,2034.7793640593316
199.02037219614422,2006,Low,719.5696604410841,1,Townhouse,76.68282539500969,2519.081258865741
183.540032590666,2003,High,814.3463728343211,3,Single Family,54.25477310452337,2876.865552359164
212.25593779997044,2008,Medium,448.7737313398994,0,Townhouse,62.547567594012506,1969.2905111735283
177.79035300420162,2005,High,638.877058813147,4,Townhouse,80.83515752450819,4006.4689797164265
175.23688295039267,2010,Low,845.6015416937842,1,Condo,83.50049608880624,3412.4147230600556
190.6224376628997,2010,Low,873.893180058368,4,Condo,60.43488499938089,2366.061319628957
194.3978117827575,2008,High,861.8424548782268,3,Condo,57.617067151053256,5071.868377424926
212.83680554029743,2001,Medium,833.9548413440825,2,Condo,48.11305800175501,1721.7031922887518
210.80249416598883,2005,Medium,484.9636853934137,4,Condo,88.50467061484613,2639.493871028252
167.1862614552281,2010,Medium,557.0023411166767,1,Single Family,54.83163409488485,2071.0049574774957
178.93153493119752,2012,Medium,640.0959547870633,3,Condo,80.19192443574903,1248.5672614269545
201.94823587065505,2009,Medium,338.1737031896916,2,Single Family,65.67532602129133,2058.973984173469
228.69038741337278,2012,Low,460.88557157041294,3,Condo,82.22467782139059,3202.6857277243485
182.63075765804953,2007,Medium,375.28417632494114,1,Single Family,17.82249082557813,2408.1800419670567
179.24244645520295,2008,Low,592.7538218668251,5,Condo,52.38647440712762,1244.09289457381
180.14045538099606,2003,Low,294.3079665599693,6,Condo,43.56824355603612,3220.336780735988
173.8646263905081,2011,Medium,730.3673352166425,3,Single Family,68.776750143336,2177.655232082041
235.82100591983163,2004,High,296.7313183374747,1,Single Family,50.62295545058318,3771.3159904121185
215.81536640614215,2009,Low,587.3649658998875,2,Single Family,62.47728187106063,2376.1354930517064
203.43477953549876,2014,Low,605.7034113299775,1,Condo,76.99938229359107,3578.369729699436
193.48761746990135,2005,Low,575.0716370253997,7,Townhouse,33.994480436012296,2727.2029676396583
224.74438199981861,2007,High,866.6409120761425,4,Condo,13.000782135185425,2536.3258054371013
198.32644438341464,2014,Low,755.8590164172979,3,Single Family,37.09951864603438,1941.215551190599
189.49954442314436,2007,Low,400.59186800572695,2,Single Family,127.55965369559905,849.4032935538703
166.09012315246335,2009,Medium,613.1201730574771,1,Townhouse,80.76422302394015,192.4593080293398
172.03612669299557,2007,Low,741.3312929004828,2,Condo,36.69881784957967,2358.9528292591363
206.2803585126411,2011,Low,469.7294337477186,6,Single Family,24.073111401892447,1714.9082334362065
161.4656173362736,2013,High,705.2750397941111,3,Single Family,70.20597890805038,1632.5088070861616
170.37882672427682,2011,Low,326.65923655652665,3,Condo,49.30874593202047,1283.4129350469166
215.49489236317035,2014,Medium,682.7775886995767,3,Condo,65.5290456402684,2779.5114485380773
227.83966401729714,2009,Low,716.9557538696727,3,Condo,96.26316250135926,2960.206705622877
199.0809024816847,2009,Medium,902.6161405788771,3,Single Family,76.60449949711852,2391.069317570648
186.0251014878817,2004,Medium,653.4001583607186,5,Condo,114.15617279118848,1503.8327998286088
230.11215091363889,2007,Medium,314.3669482959373,3,Single Family,44.68722682976899,2009.553205527076
193.6402775277257,2009,Medium,837.4333587059468,2,Townhouse,52.35579640834305,1840.2072939874583
188.49029435076622,2009,Low,518.3677899161098,3,Single Family,66.45186155149845,3094.3628331231384
203.75038254141077,2009,Low,669.2660865528003,3,Townhouse,74.85866172217709,4152.648076799661
193.75919492890185,2007,Low,784.5898846561299,3,Single Family,27.473438817378288,2957.6749947986164
204.1791678902185,2012,Low,847.3756044925942,1,Single Family,69.40394967777588,3796.2114907489977
185.87816208771778,2005,Low,791.2310200132274,3,Townhouse,123.32228967263538,2561.792002178099
187.74311729595925,2003,Low,598.5292773345175,1,Single Family,95.87222162500241,3376.7504978564452
142.30813828768248,2009,Low,744.9139836388613,1,Condo,29.23374348970235,3320.1928022817037
193.7634193688282,2002,Medium,470.8631475553249,4,Condo,100.02688160972357,1442.0707219807146
178.64698510561854,2003,High,279.783128721172,2,Single Family,21.617973178947786,2977.314351136899
220.5168534571551,2006,Low,543.6045296947932,2,Condo,72.50636655150501,1859.6369281481632
209.38754639138384,1999,Low,345.7902051902074,2,Single Family,47.69737890722534,1880.3264184300763
168.33674110309113,2007,Low,782.3059296199747,3,Condo,40.51241547919406,3347.5184402288814
180.15676644389816,2011,Low,361.5242932736262,4,Condo,33.17960113751576,1232.190533553297
179.56699252144531,2005,Low,379.4458485508392,1,Single Family,81.82160066978983,3165.8632243356506
175.22551239928154,2006,Low,799.1452175117456,7,Single Family,86.02055145560671,2184.4426078180345
199.80565782813656,2007,Low,655.0809378457145,2,Condo,80.54733123397726,1840.5967162953548
209.3364942683496,2015,Medium,795.3644424137894,1,Single Family,73.09720594449306,2850.0962585671086
186.11361132015105,2015,High,585.65522966612,4,Single Family,100.49125341331418,4417.244735327322
157.2014885373539,2009,High,585.862753169449,1,Single Family,87.37092482199671,2663.247135550986
173.92191302535025,2007,Low,519.6456911788448,2,Townhouse,46.41018741325384,4155.096688106763
177.78051019010104,2011,Low,458.79981912363525,4,Condo,126.05124969603766,1304.5559879404445
231.07522892356596,2013,Low,312.4302293634161,3,Single Family,69.86217463353151,2585.2353067729077
199.28490174070996,2006,Medium,560.8744042833606,4,Single Family,50.932459093496924,697.7611717235061
194.23650323028212,2012,Low,377.18686809126916,1,Condo,46.970837483119354,1287.0216555166135
195.35029238706107,2009,High,660.8830626079045,1,Townhouse,41.04103405210222,4315.052843484886
205.70435812412558,2008,Low,514.1606244623575,3,Condo,67.08629977223157,3232.3552369072295
180.7801308318279,2012,Medium,489.415437753747,4,Condo,42.75260251929416,2697.2923437834424
204.68393412462046,2010,Low,790.3697151996462,7,Single Family,41.04094344271202,2024.8091323949973
159.49690810465853,2009,Medium,880.8580748868198,2,Condo,65.43281688609072,1322.3247356981124
174.0740877844036,2004,High,410.0489346117344,4,Townhouse,63.71311461384652,3788.1990906308793
157.68557523303502,2003,Low,770.4299979782711,1,Townhouse,73.54743003450632,1282.9035521530388
181.24126031742867,2006,Medium,650.65982782927,3,Single Family,70.81160237922478,2908.6910031300818
176.126305871925,2008,Low,346.1684373047805,7,Townhouse,68.55813044212114,1576.4517221943568
176.76415038829603,2006,Low,833.4142543413232,3,Condo,46.4909964418125,2061.5897336229345
259.4529604069842,2005,Low,727.7242418814271,0,Single Family,72.89237092160555,2619.060173263421
162.77385684749882,2014,High,311.63382554581585,3,Townhouse,28.340402577933624,3610.2775384885463
211.5817493389164,2008,Low,640.8363183409144,2,Condo,87.73517617799398,2765.192020359001
183.14818809310802,2006,Low,606.153183607204,2,Single Family,70.51536774018393,2147.4722161548793
163.592275255539,2006,Medium,758.9563777586793,3,Single Family,86.39955705806783,1830.693952076279
171.34513518259433,2003,Low,886.1353104137072,1,Single Family,63.1526921950795,1218.763997442555
188.88978530533603,2013,High,703.6483644396626,1,Townhouse,50.38667817853018,2793.6885682692923
228.83368638475315,2012,Low,490.219286936632,3,Condo,62.20364498857174,2973.9645092534934
167.99605558445242,2009,Medium,744.721450019041,3,Townhouse,33.885638532168386,3362.396691973678
143.76498948944675,2019,Low,388.7470972215444,2,Townhouse,78.60070152054641,2167.5147362859766
175.07195339422182,2005,Medium,599.1021218096462,2,Single Family,55.78603094571211,2953.6234086549853
203.32377903442136,2009,Medium,608.0698338081309,3,Single Family,48.78738156933903,2000.1560793066283
224.3563920042812,2005,Low,545.1915504200058,1,Condo,54.22169012814727,1956.571161183696
198.98361948212602,2012,Medium,685.1998193509871,1,Condo,62.16858090174192,967.9157243845455
200.32445402362936,2009,Low,223.51118863929267,0,Single Family,50.50950692893392,1995.2450053703026
196.27155136523942,2007,Low,756.9534014123981,2,Single Family,80.48122987825681,2784.098165667547
147.76592091465355,2002,High,477.2421424908792,3,Condo,40.14325659706941,2682.4310749160427
175.52312764698166,2011,Low,719.7184212628913,3,Condo,74.33685429454749,2554.9380459566573
191.56987948696948,2005,High,474.9805953296077,0,Townhouse,51.653886809194915,2083.7906864972733
216.2025823221829,2009,Medium,462.55568740897183,0,Single Family,92.36382534107474,2870.7947200190047
164.34739554426014,2016,Low,230.9611593673921,3,Condo,67.89100002101995,2314.2447713506435
226.30178639371744,2009,Medium,239.09302420729932,0,Condo,55.61513099718063,1661.9800338773093
195.8490275106143,2007,Medium,425.2557591435698,0,Single Family,59.134827175390924,1797.0574271238581
189.69237048328998,2013,Low,808.280216589133,1,Single Family,93.43405233263357,127.01496274442434
179.7464288086757,2008,Medium,455.00986085140573,0,Single Family,56.50267544823563,1561.1611234875468
147.64708308864118,2011,Low,628.1541944782109,6,Single Family,42.09744358887701,4235.809691151873
191.45169308061872,2007,High,311.24682316156714,0,Condo,83.70752275324782,4711.3474748405615
186.2880767512759,2009,Low,367.00361024108577,1,Townhouse,79.8067152779392,1716.40049716229
188.49077697407506,2012,Low,286.45757190668365,2,Condo,82.67964780389889,1987.7597623755776
178.81807514203385,2008,High,411.89613207070965,1,Single Family,80.31214634986128,2192.7602666023017
145.97754609283504,2011,High,553.9995533468987,6,Single Family,59.07915528041873,2394.1259827246145
161.23156714225203,2009,Medium,628.4249688827778,2,Condo,92.3843054917978,1761.5575906021604
177.3118985874298,2005,High,707.1051868498153,3,Single Family,105.90178644673225,2267.7340034480717
208.31291569632674,2007,Medium,568.5171408680086,2,Condo,68.83777419142643,2564.070077383563
206.98972592733176,2005,Medium,788.3613976658437,2,Condo,45.44897183757152,1631.9227331619009
202.83788340512163,2012,High,751.7920375586932,3,Condo,49.457868563530184,1955.5311910457767
207.63785428841973,2014,Low,710.407830391817,0,Condo,66.98198611623422,2095.2973606328337
217.08937378688515,2005,Medium,919.3200362177856,5,Single Family,41.19353660297833,644.4844190734484
182.615178583653,2016,Low,869.36354972237,1,Single Family,50.54696179313818,3277.082566992766
194.1005275632249,2012,Low,716.4391875666947,1,Condo,55.36910574380376,3315.1460202082917
169.82066788877074,2004,Low,328.95307949926575,6,Condo,88.86946640764124,593.0528448823161
159.1534807672425,2007,High,454.4871281430169,1,Single Family,75.93058554559617,2248.8095843343076
173.4759239135121,2006,High,831.1454625525278,1,Single Family,40.31059044421213,1136.0815342516064
188.27729556106684,2009,High,246.1611479457042,1,Single Family,98.35621371548025,2540.6680904645236
144.76028732420914,2003,Low,592.8902715039126,2,Single Family,56.20542576441577,1810.100106331757
220.34094405825547,2011,High,382.93300359704676,4,Townhouse,54.13759612650407,1329.685006650029
169.72689854412323,2002,Low,786.0573383590047,1,Single Family,84.12578071703038,1992.1702904140172
208.24372305442472,2007,Medium,448.70715149760474,4,Condo,54.14873702849613,1320.448842401363
187.62114723546642,2007,Low,903.1298662601891,5,Condo,81.16053754774258,368.0259032883155
195.99450256150936,2003,Low,795.1407808051983,4,Single Family,97.22163653356392,2441.165262623155
193.5577634897494,2014,Low,857.5151699174905,1,Condo,53.67329163241269,2754.646351627521
180.0833422751888,2008,High,795.5280659294183,3,Single Family,70.15302994195295,2033.8545247506408
184.8308715458416,2010,Low,224.09027371018618,2,Single Family,89.57601350796295,2369.703629573689
185.01098068590716,2009,Medium,652.1743191556152,2,Single Family,54.3866043422899,3338.7048836099475
191.4215402429319,2010,Low,918.630624182382,5,Townhouse,55.39226658763561,3226.9657364043483
170.50501277919003,2006,Low,888.4017473223371,2,Condo,63.17245395373939,1639.8844411782795
175.27703426635173,2005,Medium,228.41550891362868,2,Townhouse,75.71559389604595,2013.3721454995418
208.5202459294838,2008,Medium,705.3742757316386,2,Single Family,99.5910350035197,1172.399014545397
197.44985716585313,2013,High,439.07669617467207,5,Single Family,64.14579274798062,2957.314180600934
191.48812338502722,2011,Low,376.7207173411002,5,Condo,59.115354637008906,1016.252217578532
207.72577785791916,2006,Low,339.4145179026291,1,Condo,40.24711658967766,2067.9419087634187
185.48370611400358,2011,Medium,750.6535395573887,4,Condo,73.51421601988983,3574.5677634446165
151.3116263581215,2007,High,519.8264727247486,2,Single Family,78.87836162824847,2990.19601452416
180.00765670059585,2012,Low,855.3203712182126,4,Condo,131.91013654881715,3753.814267737851
212.76573419804762,2012,Low,627.2191025127994,4,Townhouse,51.250851446648944,2234.8966290678936
158.16881878593122,2009,Low,341.2592671299702,3,Single Family,59.16961741781497,4638.331942897463
175.2815839901504,2013,High,769.6245714541335,3,Townhouse,53.80065157932687,2064.5630266163607
201.532334372141,2007,Low,463.19225144356085,3,Townhouse,45.311281410725265,158.8644749439054
165.19082176104178,2001,High,276.1764196257754,3,Townhouse,76.44885004487351,4055.1450938967346
199.4162533041955,2003,Medium,410.23520818319207,3,Condo,66.60782879589736,3524.350215371889
161.24898283863146,2010,Medium,767.0793204931415,2,Single Family,42.65332913059153,2985.5512646403204
163.60709170178507,2006,Medium,422.11633221193483,2,Single Family,98.56330344398391,3642.5968725330536
219.66714152928358,2012,Low,746.3867618921834,1,Condo,49.90424876876399,3943.265130942854
202.04870252172853,2012,Low,602.6200986273343,3,Condo,90.9948512350905,2835.1461114968747
192.55991298595137,2004,Low,845.2387415378876,2,Condo,34.05670400634011,837.7487612652801
187.90768305875142,2011,Low,863.0145042553577,2,Townhouse,63.34332427436804,4107.166394982762
203.22173803391007,2010,Low,809.0006492015461,1,Townhouse,50.71958429842693,2459.7838794333243
171.5081012679202,2012,Medium,585.6541608463374,3,Single Family,27.382198169267483,1094.0007582850765
189.26082982641543,2013,Low,686.8571161801915,2,Condo,47.23319494606803,2249.3530074527102
166.81065179691268,2011,Low,776.0347629881587,6,Single Family,112.66121390459203,1361.016756038679
216.3447598808482,2007,Low,470.4894148703477,2,Single Family,93.86639627465425,2362.4772903879807
171.68553538370938,2017,Low,424.94777885503424,1,Single Family,31.146891978160212,3362.2282634135245
170.13502475951802,2006,High,403.1961114202011,2,Single Family,58.077135656823124,2701.748798556252
183.7896078347783,2014,Medium,702.6181874337024,1,Single Family,81.87052155365616,3189.315294069422
217.93830772355,2009,Low,760.8126968402844,2,Townhouse,68.08806535077534,2629.009147104838
144.1965906427526,2009,Low,826.3553779730385,4,Single Family,95.17343985738302,3878.3941876400886
182.29905138024037,2005,Low,742.7566691734548,2,Condo,55.22522526848708,2062.8958380298855
191.58099220900291,2006,Medium,645.4164294019271,5,Townhouse,83.12126777060628,3142.1263161129405
221.256108147965,2017,Low,541.190535211838,4,Townhouse,61.22559971841336,3267.6431796919455
155.0527125618258,2012,Low,489.279082379886,8,Condo,62.94127114537687,1948.8209261575648
182.2383917160394,2011,Medium,562.4494064066394,3,Condo,34.91064070461894,1252.9061900601323
